sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
4-125929-A-40,4-125929-A-40.wav,4,40,helicopter,True,aircraft,113.4,0.27,0,0,78.05,7.81,1.36,1.0,1.29,11.93,Low
4-126046-A-18,4-126046-A-18.wav,4,18,toilet_flush,False,human_activity,72.25,2.38,20,6,78.77,7.57,1.59,1.28,1.0,10.07,Low
4-126532-A-18,4-126532-A-18.wav,4,18,toilet_flush,False,human_activity,60.02,1.1,2,5,80.72,8.74,1.37,1.47,1.52,0.0,Low
4-128659-A-33,4-128659-A-33.wav,4,33,door_wood_creaks,False,human_activity,43.6,0.38,8,4,83.73,9.05,1.0,1.74,1.0,2.08,Low
4-130584-A-4,4-130584-A-4.wav,4,4,frog,False,natural,38.6,12.0,11,3,84.13,9.6,1.0,1.4,1.41,0.95,Low
4-130891-A-7,4-130891-A-7.wav,4,7,insects,False,natural,47.48,2.18,2,2,84.72,7.08,1.04,1.19,1.09,12.61,Low
4-132383-A-2,4-132383-A-2.wav,4,2,pig,False,natural,72.37,12.0,10,6,89.49,9.01,1.06,1.0,1.0,3.84,Low
4-132383-B-2,4-132383-B-2.wav,4,2,pig,False,natural,78.3,1.97,20,4,92.17,8.46,1.11,1.22,1.5,7.13,Low
4-132803-A-26,4-132803-A-26.wav,4,26,laughing,False,human_activity,71.26,1.07,1,6,73.73,8.46,1.0,1.34,1.0,4.86,Low
4-132810-A-26,4-132810-A-26.wav,4,26,laughing,False,human_activity,74.88,1.89,22,5,73.79,6.61,1.0,1.62,1.73,12.92,Low
4-132816-A-26,4-132816-A-26.wav,4,26,laughing,False,human_activity,71.11,1.14,12,1,81.19,7.82,1.65,1.0,1.0,9.65,Low
4-132839-A-33,4-132839-A-33.wav,4,33,door_wood_creaks,False,human_activity,47.48,0.18,21,3,84.03,8.13,1.0,1.0,1.09,6.41,Low
4-133047-A-5,4-133047-A-5.wav,4,5,cat,False,natural,73.98,2.36,11,5,76.34,8.06,1.31,1.0,1.0,6.25,Low
4-133047-B-5,4-133047-B-5.wav,4,5,cat,False,natural,69.53,7.75,8,1,91.34,8.22,1.93,1.0,1.26,9.1,Low
4-133047-C-5,4-133047-C-5.wav,4,5,cat,False,natural,68.24,0.61,0,1,89.62,8.1,1.0,1.0,1.0,8.17,Low
4-133674-A-26,4-133674-A-26.wav,4,26,laughing,False,human_activity,65.8,0.59,18,2,85.17,7.93,1.0,1.09,1.0,8.03,Low
4-133895-A-7,4-133895-A-7.wav,4,7,insects,False,natural,51.4,12.0,10,3,83.41,7.81,1.0,1.29,1.3,5.07,Low
4-135439-A-18,4-135439-A-18.wav,4,18,toilet_flush,False,human_activity,65.81,1.7,18,1,87.25,8.72,1.47,1.0,1.0,3.74,Low
4-136381-A-9,4-136381-A-9.wav,4,9,crow,False,natural,75.75,0.35,18,6,83.68,7.66,1.43,1.11,1.0,11.55,Low
4-138344-A-9,4-138344-A-9.wav,4,9,crow,False,natural,67.9,1.08,6,0,79.3,8.12,1.17,1.6,1.0,5.72,Low
4-140034-A-46,4-140034-A-46.wav,4,46,church_bells,False,human_activity,99.43,1.37,7,6,77.8,8.32,1.86,1.64,1.8,9.29,Low
4-141365-A-18,4-141365-A-18.wav,4,18,toilet_flush,False,human_activity,75.4,0.52,6,4,84.27,8.37,1.22,1.0,1.48,4.42,Low
4-143118-A-7,4-143118-A-7.wav,4,7,insects,False,natural,35.65,12.0,20,3,80.35,9.54,1.34,2.06,1.0,3.47,Low
4-143118-B-7,4-143118-B-7.wav,4,7,insects,False,natural,54.31,4.17,1,0,93.06,8.58,1.04,1.0,1.0,1.28,Low
4-144083-A-16,4-144083-A-16.wav,4,16,wind,False,natural,31.89,10.33,8,2,73.87,8.72,1.37,1.17,1.0,6.16,Low
4-144083-B-16,4-144083-B-16.wav,4,16,wind,False,natural,56.32,6.73,9,4,82.4,8.43,1.33,1.73,1.0,3.66,Low
4-144083-C-16,4-144083-C-16.wav,4,16,wind,False,natural,79.67,0.35,3,5,86.09,7.85,1.02,1.24,1.45,3.89,Low
4-144085-A-16,4-144085-A-16.wav,4,16,wind,False,natural,54.3,0.77,3,5,79.59,8.85,1.0,1.71,1.73,7.8,Low
4-144468-A-27,4-144468-A-27.wav,4,27,brushing_teeth,False,human_activity,45.19,0.5,5,4,94.94,8.95,1.0,1.0,1.05,0.1,Low
4-144468-B-27,4-144468-B-27.wav,4,27,brushing_teeth,False,human_activity,36.69,0.41,13,2,91.63,8.38,1.0,1.0,1.0,3.33,Low
4-145006-A-18,4-145006-A-18.wav,4,18,toilet_flush,False,human_activity,71.41,5.99,9,3,82.2,8.45,1.0,1.0,1.95,11.2,Low
4-145081-A-9,4-145081-A-9.wav,4,9,crow,False,natural,70.84,0.41,19,2,85.32,8.12,1.0,1.38,1.0,5.32,Low
4-146200-A-36,4-146200-A-36.wav,4,36,vacuum_cleaner,False,human_activity,81.73,2.38,17,6,74.86,8.27,1.85,1.44,1.31,12.57,Low
4-147240-A-2,4-147240-A-2.wav,4,2,pig,False,natural,69.37,11.64,2,5,77.35,8.14,1.0,1.45,1.0,11.22,Low
4-147240-B-2,4-147240-B-2.wav,4,2,pig,False,natural,76.93,0.1,15,6,82.6,9.28,1.0,1.0,1.0,1.17,Low
4-147657-A-46,4-147657-A-46.wav,4,46,church_bells,False,human_activity,87.6,0.82,3,1,70.43,7.93,1.42,1.49,1.16,6.04,Low
4-147658-A-46,4-147658-A-46.wav,4,46,church_bells,False,human_activity,75.84,0.33,22,1,78.43,8.45,1.75,1.38,1.0,8.85,Low
4-149294-A-41,4-149294-A-41.wav,4,41,chainsaw,True,construction,109.69,0.23,18,0,80.92,7.49,1.67,1.98,1.81,16.66,Low
4-149294-B-41,4-149294-B-41.wav,4,41,chainsaw,True,construction,106.42,0.1,22,2,90.56,8.81,1.03,1.68,1.0,7.96,Low
4-149940-A-5,4-149940-A-5.wav,4,5,cat,False,natural,61.52,0.21,15,0,75.48,8.58,1.0,1.0,1.29,2.73,Low
4-149940-B-5,4-149940-B-5.wav,4,5,cat,False,natural,63.21,3.28,10,0,87.2,8.47,1.0,1.0,1.0,11.75,Low
4-150364-A-46,4-150364-A-46.wav,4,46,church_bells,False,human_activity,100.91,0.31,3,3,77.72,8.09,1.0,1.72,1.82,7.67,Low
4-150364-B-46,4-150364-B-46.wav,4,46,church_bells,False,human_activity,100.53,0.78,9,2,78.79,7.12,1.0,1.32,1.38,8.22,Low
4-151242-A-37,4-151242-A-37.wav,4,37,clock_alarm,False,human_activity,73.01,0.92,19,3,78.96,9.15,1.0,1.66,1.0,10.38,Low
4-152958-A-18,4-152958-A-18.wav,4,18,toilet_flush,False,human_activity,84.62,0.71,5,3,82.92,9.06,1.74,2.3,1.58,2.51,Low
4-152995-A-24,4-152995-A-24.wav,4,24,coughing,False,human_activity,66.19,2.52,9,5,77.11,7.72,1.0,2.26,1.78,7.73,Low
4-154405-A-27,4-154405-A-27.wav,4,27,brushing_teeth,False,human_activity,37.88,1.74,3,3,85.07,8.65,1.0,1.81,1.24,2.89,Low
4-154405-B-27,4-154405-B-27.wav,4,27,brushing_teeth,False,human_activity,50.86,0.74,2,0,86.68,8.48,1.35,1.37,1.56,4.83,Low
4-154443-A-24,4-154443-A-24.wav,4,24,coughing,False,human_activity,47.06,0.86,14,3,77.02,8.26,1.52,1.67,1.03,3.42,Low
4-154793-A-4,4-154793-A-4.wav,4,4,frog,False,natural,48.22,0.46,22,3,78.97,8.41,1.0,1.0,1.38,4.16,Low
4-155650-A-24,4-155650-A-24.wav,4,24,coughing,False,human_activity,78.78,1.33,13,6,79.95,9.06,1.32,1.23,1.35,7.12,Low
4-155650-B-24,4-155650-B-24.wav,4,24,coughing,False,human_activity,94.82,2.06,6,3,88.74,8.51,1.87,2.14,1.49,13.37,Low
4-155670-A-26,4-155670-A-26.wav,4,26,laughing,False,human_activity,69.39,1.62,16,5,71.54,8.11,1.82,1.38,1.0,9.83,Low
4-156227-A-9,4-156227-A-9.wav,4,9,crow,False,natural,85.91,0.69,23,2,82.05,7.93,1.46,1.0,1.0,9.01,Low
4-156827-A-46,4-156827-A-46.wav,4,46,church_bells,False,human_activity,87.12,1.64,7,0,79.04,8.17,1.62,2.38,1.42,13.42,Low
4-156843-A-21,4-156843-A-21.wav,4,21,sneezing,True,human_activity,53.88,1.29,9,6,85.35,8.28,1.4,1.57,1.87,1.39,Low
4-156844-A-21,4-156844-A-21.wav,4,21,sneezing,True,human_activity,60.78,2.12,13,0,79.34,9.54,1.28,1.22,1.0,3.72,Low
4-156993-A-19,4-156993-A-19.wav,4,19,thunderstorm,False,natural,95.92,0.42,1,2,86.44,8.13,1.48,1.0,1.0,5.79,Low
4-157296-A-24,4-157296-A-24.wav,4,24,coughing,False,human_activity,62.13,0.82,23,5,90.31,7.63,1.0,1.0,1.0,4.0,Low
4-157297-A-21,4-157297-A-21.wav,4,21,sneezing,True,human_activity,71.42,1.75,16,3,76.91,8.77,1.14,1.36,1.0,8.59,Low
4-157611-A-41,4-157611-A-41.wav,4,41,chainsaw,True,construction,103.15,0.1,22,3,86.98,8.54,1.0,1.0,1.11,9.7,Low
4-157611-B-41,4-157611-B-41.wav,4,41,chainsaw,True,construction,118.43,1.89,9,4,47.8,5.95,4.81,4.8,4.37,55.52,High
4-158653-A-32,4-158653-A-32.wav,4,32,keyboard_typing,False,human_activity,51.76,1.11,18,1,78.87,9.26,1.0,1.21,1.0,4.46,Low
4-159426-A-9,4-159426-A-9.wav,4,9,crow,False,natural,80.3,3.56,5,1,86.71,7.85,2.21,1.0,1.94,10.64,Low
4-159609-A-14,4-159609-A-14.wav,4,14,chirping_birds,False,natural,45.23,2.78,18,2,85.21,9.49,1.02,1.62,1.0,4.46,Low
4-159609-B-14,4-159609-B-14.wav,4,14,chirping_birds,False,natural,44.56,2.13,4,0,85.29,8.7,1.0,1.0,1.0,3.21,Low
4-160036-A-33,4-160036-A-33.wav,4,33,door_wood_creaks,False,human_activity,47.01,0.3,7,0,92.24,8.16,1.57,1.63,1.49,7.43,Low
4-160036-B-33,4-160036-B-33.wav,4,33,door_wood_creaks,False,human_activity,58.31,0.94,5,1,85.87,8.43,2.22,1.95,1.16,7.11,Low
4-160999-A-10,4-160999-A-10.wav,4,10,rain,True,natural,49.59,3.22,10,2,87.52,8.97,1.29,2.02,1.0,3.48,Low
4-161099-A-47,4-161099-A-47.wav,4,47,airplane,False,aircraft,118.42,0.29,7,5,71.62,7.37,2.38,1.48,1.52,14.84,Low
4-161099-B-47,4-161099-B-47.wav,4,47,airplane,False,aircraft,71.99,0.21,14,5,84.44,8.01,1.0,2.15,1.0,5.62,Low
4-161100-A-47,4-161100-A-47.wav,4,47,airplane,False,aircraft,93.25,0.34,0,3,83.13,7.82,1.44,1.0,2.12,8.5,Low
4-161103-A-47,4-161103-A-47.wav,4,47,airplane,False,aircraft,87.94,0.36,20,1,88.24,7.95,1.37,1.06,1.64,10.31,Low
4-161105-A-47,4-161105-A-47.wav,4,47,airplane,False,aircraft,86.39,0.29,8,2,80.83,7.56,2.28,2.28,1.2,13.91,Low
4-161105-B-47,4-161105-B-47.wav,4,47,airplane,False,aircraft,109.91,0.38,10,3,81.92,8.17,1.64,1.41,1.32,10.48,Low
4-161127-A-10,4-161127-A-10.wav,4,10,rain,True,natural,53.59,0.1,13,6,89.75,8.76,1.0,1.0,1.55,1.6,Low
4-161303-A-5,4-161303-A-5.wav,4,5,cat,False,natural,67.57,0.1,3,5,91.44,8.5,1.71,1.11,1.0,10.12,Low
4-161303-B-5,4-161303-B-5.wav,4,5,cat,False,natural,34.38,12.0,15,1,86.24,7.9,1.61,1.0,1.0,0.15,Low
4-161519-A-19,4-161519-A-19.wav,4,19,thunderstorm,False,natural,93.68,1.14,7,1,79.36,8.39,1.0,2.17,1.0,5.53,Low
4-161579-A-40,4-161579-A-40.wav,4,40,helicopter,True,aircraft,113.46,0.28,9,4,84.9,7.99,1.96,1.44,1.0,14.72,Low
4-161579-B-40,4-161579-B-40.wav,4,40,helicopter,True,aircraft,102.35,0.26,15,1,83.0,8.35,1.7,1.88,1.48,9.72,Low
4-163264-A-10,4-163264-A-10.wav,4,10,rain,True,natural,43.63,3.54,20,5,90.11,7.8,1.0,1.56,1.0,5.94,Low
4-163606-A-16,4-163606-A-16.wav,4,16,wind,False,natural,28.71,0.22,19,0,83.42,9.29,1.08,1.2,1.0,0.0,Low
4-163608-B-16,4-163608-B-16.wav,4,16,wind,False,natural,64.76,0.2,15,2,79.63,8.03,1.0,1.1,1.0,4.46,Low
4-163609-A-16,4-163609-A-16.wav,4,16,wind,False,natural,31.74,7.77,17,4,78.81,9.35,1.0,1.0,1.0,4.08,Low
4-163609-B-16,4-163609-B-16.wav,4,16,wind,False,natural,50.91,0.61,11,6,84.5,8.13,1.09,2.33,2.03,4.38,Low
4-163697-A-13,4-163697-A-13.wav,4,13,crickets,False,natural,25.0,0.52,18,0,88.81,8.07,1.0,1.0,1.0,8.77,Low
4-164021-A-1,4-164021-A-1.wav,4,1,rooster,True,natural,88.47,0.86,17,1,86.87,7.29,1.39,2.42,1.31,7.81,Low
4-164064-A-1,4-164064-A-1.wav,4,1,rooster,True,natural,83.47,6.82,5,3,75.23,9.55,1.0,3.4,1.1,6.97,Low
4-164064-B-1,4-164064-B-1.wav,4,1,rooster,True,natural,86.8,4.42,23,0,80.95,8.59,1.75,1.72,1.27,6.91,Low
4-164064-C-1,4-164064-C-1.wav,4,1,rooster,True,natural,91.38,0.39,20,6,81.67,8.52,1.0,1.0,1.2,4.0,Low
4-164206-A-10,4-164206-A-10.wav,4,10,rain,True,natural,40.1,1.05,7,4,95.28,8.3,1.21,1.0,1.0,3.78,Low
4-164243-A-26,4-164243-A-26.wav,4,26,laughing,False,human_activity,70.48,0.2,0,3,82.52,8.32,1.05,1.0,1.09,5.85,Low
4-164661-A-12,4-164661-A-12.wav,4,12,crackling_fire,True,natural,55.58,0.1,16,3,86.39,7.18,1.0,1.08,1.0,6.26,Low
4-164661-B-12,4-164661-B-12.wav,4,12,crackling_fire,True,natural,39.88,6.52,14,2,80.24,8.51,1.0,1.0,1.0,8.51,Low
4-164859-A-1,4-164859-A-1.wav,4,1,rooster,True,natural,89.95,0.55,0,3,90.39,8.28,1.15,1.57,1.48,7.5,Low
4-165606-A-45,4-165606-A-45.wav,4,45,train,False,traffic,94.83,9.57,14,2,53.08,4.83,4.0,3.6,2.9,51.96,High
4-165791-A-45,4-165791-A-45.wav,4,45,train,False,traffic,90.08,0.28,22,6,79.74,7.34,1.19,2.11,1.46,7.2,Low
4-165791-B-45,4-165791-B-45.wav,4,45,train,False,traffic,81.08,0.15,15,6,72.17,8.67,1.5,1.12,1.63,8.36,Low
4-165813-A-19,4-165813-A-19.wav,4,19,thunderstorm,False,natural,111.43,8.79,4,3,84.09,7.2,1.61,1.14,1.7,12.81,Low
4-165813-B-19,4-165813-B-19.wav,4,19,thunderstorm,False,natural,93.3,0.23,1,3,88.74,8.12,2.28,1.0,1.14,8.63,Low
4-165823-A-41,4-165823-A-41.wav,4,41,chainsaw,True,construction,103.53,12.0,0,2,20.0,3.42,8.39,6.68,5.91,100.0,Severe
4-165823-B-41,4-165823-B-41.wav,4,41,chainsaw,True,construction,120.41,12.0,23,0,20.0,2.13,10.0,10.0,7.75,100.0,Severe
4-165845-A-45,4-165845-A-45.wav,4,45,train,False,traffic,80.56,7.9,16,2,67.3,8.57,3.5,2.71,3.2,25.83,Moderate
4-165845-B-45,4-165845-B-45.wav,4,45,train,False,traffic,96.8,12.0,1,4,51.02,7.29,4.27,4.12,3.86,47.83,Moderate
4-165933-A-45,4-165933-A-45.wav,4,45,train,False,traffic,93.74,0.82,12,4,79.59,8.58,1.84,2.38,1.62,13.53,Low
4-166661-A-10,4-166661-A-10.wav,4,10,rain,True,natural,43.12,12.0,20,6,86.4,7.57,1.0,1.3,1.06,5.82,Low
4-167063-A-11,4-167063-A-11.wav,4,11,sea_waves,True,natural,72.81,12.0,14,0,76.08,9.25,1.0,1.5,1.31,0.0,Low
4-167063-B-11,4-167063-B-11.wav,4,11,sea_waves,True,natural,67.51,1.53,13,1,78.73,8.39,1.58,1.0,1.0,8.19,Low
4-167063-C-11,4-167063-C-11.wav,4,11,sea_waves,True,natural,70.09,4.57,12,5,75.03,8.13,1.57,1.74,1.01,6.37,Low
4-167077-A-20,4-167077-A-20.wav,4,20,crying_baby,True,human_activity,68.14,0.68,20,3,82.71,8.28,1.54,2.0,1.0,11.03,Low
4-167077-B-20,4-167077-B-20.wav,4,20,crying_baby,True,human_activity,78.75,0.16,6,4,85.53,8.63,1.27,1.25,1.0,2.81,Low
4-167077-C-20,4-167077-C-20.wav,4,20,crying_baby,True,human_activity,82.26,0.92,18,3,85.79,9.13,1.0,2.14,1.0,6.39,Low
4-167155-A-32,4-167155-A-32.wav,4,32,keyboard_typing,False,human_activity,43.56,0.5,7,0,87.99,8.74,1.84,1.0,1.0,3.38,Low
4-167571-A-26,4-167571-A-26.wav,4,26,laughing,False,human_activity,53.38,3.15,11,0,78.24,8.18,2.08,1.92,1.0,4.32,Low
4-167642-A-21,4-167642-A-21.wav,4,21,sneezing,True,human_activity,59.12,0.49,5,2,81.51,8.56,1.66,1.05,1.15,6.34,Low
4-168155-A-15,4-168155-A-15.wav,4,15,water_drops,False,natural,34.42,0.45,10,0,81.84,9.5,1.0,1.0,1.0,0.54,Low
4-168446-A-45,4-168446-A-45.wav,4,45,train,False,traffic,86.34,4.16,21,3,70.04,7.11,2.32,2.45,2.45,27.23,Moderate
4-168868-A-17,4-168868-A-17.wav,4,17,pouring_water,False,natural,37.11,5.55,14,3,76.11,9.09,1.51,1.54,1.01,4.88,Low
4-169127-A-41,4-169127-A-41.wav,4,41,chainsaw,True,construction,100.09,12.0,5,0,26.06,4.84,8.84,7.46,6.01,92.48,Severe
4-169127-B-41,4-169127-B-41.wav,4,41,chainsaw,True,construction,95.54,8.65,23,1,21.76,4.39,7.61,7.12,5.73,80.66,Severe
4-169508-A-37,4-169508-A-37.wav,4,37,clock_alarm,False,human_activity,82.64,1.2,21,2,90.9,7.59,1.0,1.76,1.12,9.72,Low
4-169726-A-24,4-169726-A-24.wav,4,24,coughing,False,human_activity,70.69,1.98,19,5,81.4,7.0,1.24,1.18,1.0,7.49,Low
4-170078-A-1,4-170078-A-1.wav,4,1,rooster,True,natural,87.63,1.01,20,2,89.94,8.69,1.27,1.28,1.0,6.14,Low
4-170247-A-12,4-170247-A-12.wav,4,12,crackling_fire,True,natural,58.37,12.0,15,5,79.37,9.76,1.03,1.0,1.0,0.0,Low
4-170247-B-12,4-170247-B-12.wav,4,12,crackling_fire,True,natural,43.49,0.47,4,2,95.41,8.67,1.0,1.0,1.0,1.3,Low
4-171207-A-12,4-171207-A-12.wav,4,12,crackling_fire,True,natural,55.9,9.21,2,2,84.18,9.01,1.0,1.0,1.0,8.28,Low
4-171396-A-24,4-171396-A-24.wav,4,24,coughing,False,human_activity,64.09,1.83,5,2,83.59,7.94,1.73,1.0,1.67,9.15,Low
4-171519-A-21,4-171519-A-21.wav,4,21,sneezing,True,human_activity,67.3,0.63,23,3,86.67,9.8,1.16,1.89,1.0,2.22,Low
4-171652-A-44,4-171652-A-44.wav,4,44,engine,False,traffic,99.26,10.43,21,1,57.67,7.72,5.0,3.7,3.84,42.0,Moderate
4-171706-A-23,4-171706-A-23.wav,4,23,breathing,False,human_activity,36.22,0.63,19,1,85.77,9.18,1.1,1.83,1.07,5.7,Low
4-171823-A-13,4-171823-A-13.wav,4,13,crickets,False,natural,26.12,5.21,22,1,88.3,8.49,1.02,1.0,1.0,0.81,Low
4-172143-A-13,4-172143-A-13.wav,4,13,crickets,False,natural,36.89,0.81,19,0,84.49,9.6,1.0,1.72,2.04,2.39,Low
4-172180-A-32,4-172180-A-32.wav,4,32,keyboard_typing,False,human_activity,38.92,1.65,16,4,91.13,8.01,1.25,1.0,1.12,3.35,Low
4-172366-A-37,4-172366-A-37.wav,4,37,clock_alarm,False,human_activity,83.4,0.69,16,4,73.41,7.91,1.06,1.0,1.58,11.85,Low
4-172377-A-17,4-172377-A-17.wav,4,17,pouring_water,False,natural,28.46,12.0,9,6,89.99,8.4,1.58,1.46,2.01,0.0,Low
4-172500-A-27,4-172500-A-27.wav,4,27,brushing_teeth,False,human_activity,32.17,0.12,19,0,87.68,9.12,1.0,1.13,1.0,3.55,Low
4-172500-B-27,4-172500-B-27.wav,4,27,brushing_teeth,False,human_activity,59.08,1.97,13,3,87.07,8.63,1.08,1.63,1.0,7.22,Low
4-172500-C-27,4-172500-C-27.wav,4,27,brushing_teeth,False,human_activity,44.18,1.86,11,0,88.22,8.73,1.29,1.18,1.29,5.69,Low
4-172500-D-27,4-172500-D-27.wav,4,27,brushing_teeth,False,human_activity,28.51,0.47,19,0,88.15,7.96,1.0,1.36,1.0,7.51,Low
4-172732-A-36,4-172732-A-36.wav,4,36,vacuum_cleaner,False,human_activity,73.12,0.44,17,1,92.11,8.93,1.0,1.67,1.37,1.89,Low
4-172733-A-36,4-172733-A-36.wav,4,36,vacuum_cleaner,False,human_activity,87.55,1.15,4,3,69.34,8.37,1.28,1.0,1.78,6.83,Low
4-172734-A-36,4-172734-A-36.wav,4,36,vacuum_cleaner,False,human_activity,86.84,0.63,14,4,74.84,8.13,1.59,1.42,2.49,6.6,Low
4-172736-A-36,4-172736-A-36.wav,4,36,vacuum_cleaner,False,human_activity,80.47,1.47,18,3,90.57,8.21,1.47,1.0,1.75,10.45,Low
4-172736-B-36,4-172736-B-36.wav,4,36,vacuum_cleaner,False,human_activity,70.29,0.76,6,5,94.91,8.38,1.41,1.0,1.7,11.89,Low
4-172742-A-32,4-172742-A-32.wav,4,32,keyboard_typing,False,human_activity,46.68,0.86,3,3,93.8,8.59,1.55,1.0,2.18,8.5,Low
4-173865-A-9,4-173865-A-9.wav,4,9,crow,False,natural,80.68,1.22,7,4,89.32,7.36,1.0,1.0,1.12,9.86,Low
4-173865-B-9,4-173865-B-9.wav,4,9,crow,False,natural,67.49,2.74,13,0,85.75,8.5,1.06,1.0,1.0,10.1,Low
4-174797-A-15,4-174797-A-15.wav,4,15,water_drops,False,natural,34.11,1.13,9,6,78.97,9.93,1.34,1.37,1.27,0.07,Low
4-174860-A-3,4-174860-A-3.wav,4,3,cow,False,natural,74.31,1.89,20,3,84.35,8.52,1.81,1.55,1.0,9.11,Low
4-174860-B-3,4-174860-B-3.wav,4,3,cow,False,natural,76.57,0.29,16,4,89.86,9.02,1.05,1.0,2.15,2.93,Low
4-175000-A-40,4-175000-A-40.wav,4,40,helicopter,True,aircraft,106.78,0.57,2,0,72.68,7.44,1.99,1.38,1.31,19.15,Low
4-175000-B-40,4-175000-B-40.wav,4,40,helicopter,True,aircraft,115.01,0.3,10,4,76.26,7.09,1.34,2.09,1.57,13.52,Low
4-175000-C-40,4-175000-C-40.wav,4,40,helicopter,True,aircraft,94.26,0.39,2,6,79.21,7.93,2.14,1.87,1.88,10.95,Low
4-175025-A-34,4-175025-A-34.wav,4,34,can_opening,False,human_activity,57.94,1.57,5,6,86.68,9.23,1.35,2.43,1.0,5.12,Low
4-175845-A-43,4-175845-A-43.wav,4,43,car_horn,False,traffic,85.6,12.0,16,1,66.44,6.91,3.9,2.49,2.38,38.85,Moderate
4-175846-A-43,4-175846-A-43.wav,4,43,car_horn,False,traffic,98.4,12.0,5,0,46.47,6.69,4.7,4.49,3.53,51.08,High
4-175855-A-43,4-175855-A-43.wav,4,43,car_horn,False,traffic,111.47,7.82,16,3,51.41,6.64,4.2,4.98,2.85,48.94,Moderate
4-175856-A-43,4-175856-A-43.wav,4,43,car_horn,False,traffic,100.65,0.43,17,5,84.65,8.34,1.78,1.79,1.0,14.47,Low
4-175945-A-38,4-175945-A-38.wav,4,38,clock_tick,True,human_activity,34.81,1.9,0,2,85.88,8.16,1.0,1.32,1.0,3.39,Low
4-176631-A-43,4-176631-A-43.wav,4,43,car_horn,False,traffic,93.8,2.71,11,4,66.32,7.63,1.69,1.41,1.91,20.63,Low
4-176638-A-43,4-176638-A-43.wav,4,43,car_horn,False,traffic,84.64,12.0,0,5,64.52,7.04,3.11,2.41,2.94,36.36,Moderate
4-176914-A-23,4-176914-A-23.wav,4,23,breathing,False,human_activity,25.0,6.18,0,5,85.76,9.29,1.0,1.0,1.0,5.89,Low
4-177243-A-32,4-177243-A-32.wav,4,32,keyboard_typing,False,human_activity,53.2,0.41,11,1,98.16,9.32,1.25,1.0,1.66,0.0,Low
4-177250-A-10,4-177250-A-10.wav,4,10,rain,True,natural,66.98,0.92,3,1,81.15,8.33,1.0,1.78,1.0,7.47,Low
4-177835-A-24,4-177835-A-24.wav,4,24,coughing,False,human_activity,69.05,0.56,20,4,69.32,7.73,1.38,1.31,1.68,6.16,Low
4-178402-A-43,4-178402-A-43.wav,4,43,car_horn,False,traffic,103.27,2.25,0,4,71.48,8.29,3.28,2.65,2.04,27.32,Moderate
4-178881-A-45,4-178881-A-45.wav,4,45,train,False,traffic,101.19,12.0,3,4,52.22,7.15,5.65,4.92,3.06,53.27,High
4-179836-A-34,4-179836-A-34.wav,4,34,can_opening,False,human_activity,60.76,0.77,2,1,81.29,9.1,1.0,1.0,1.69,4.78,Low
4-179984-A-38,4-179984-A-38.wav,4,38,clock_tick,True,human_activity,25.0,1.46,0,2,79.65,8.59,1.25,1.0,1.12,1.76,Low
4-180337-A-28,4-180337-A-28.wav,4,28,snoring,False,human_activity,49.69,2.56,6,0,80.65,8.74,1.0,1.05,1.0,3.65,Low
4-180380-A-10,4-180380-A-10.wav,4,10,rain,True,natural,45.27,3.22,11,1,86.71,9.19,1.0,1.7,1.73,2.68,Low
4-180453-A-17,4-180453-A-17.wav,4,17,pouring_water,False,natural,45.14,0.12,1,1,84.44,8.13,1.63,1.96,1.0,4.84,Low
4-181035-A-38,4-181035-A-38.wav,4,38,clock_tick,True,human_activity,25.0,0.52,23,6,75.11,8.44,1.1,1.16,1.22,4.8,Low
4-181286-A-10,4-181286-A-10.wav,4,10,rain,True,natural,57.54,7.31,11,4,95.31,7.77,1.0,1.0,1.0,9.83,Low
4-181362-A-13,4-181362-A-13.wav,4,13,crickets,False,natural,48.44,1.56,20,4,86.04,9.17,1.0,1.0,1.44,0.0,Low
4-181563-A-12,4-181563-A-12.wav,4,12,crackling_fire,True,natural,52.27,2.98,16,6,80.41,8.42,1.0,1.0,1.32,8.67,Low
4-181599-A-26,4-181599-A-26.wav,4,26,laughing,False,human_activity,70.45,1.14,20,6,79.13,8.8,1.0,1.0,1.48,3.84,Low
4-181628-A-17,4-181628-A-17.wav,4,17,pouring_water,False,natural,48.8,2.7,10,6,77.7,8.05,1.1,1.0,1.0,6.72,Low
4-181707-A-32,4-181707-A-32.wav,4,32,keyboard_typing,False,human_activity,44.52,3.21,19,0,84.25,8.3,1.0,1.43,1.28,7.17,Low
4-181708-A-32,4-181708-A-32.wav,4,32,keyboard_typing,False,human_activity,37.54,5.84,9,6,78.65,8.22,1.45,1.8,2.01,10.2,Low
4-181865-A-38,4-181865-A-38.wav,4,38,clock_tick,True,human_activity,25.0,0.44,22,2,88.92,9.07,1.56,1.0,1.1,1.02,Low
4-181955-A-3,4-181955-A-3.wav,4,3,cow,False,natural,65.19,0.58,14,6,86.84,9.06,1.0,1.95,1.07,4.14,Low
4-181955-B-3,4-181955-B-3.wav,4,3,cow,False,natural,58.49,12.0,21,1,88.7,8.64,1.0,1.0,1.36,3.17,Low
4-181955-C-3,4-181955-C-3.wav,4,3,cow,False,natural,60.68,0.71,9,5,84.43,8.51,1.0,1.0,1.51,1.13,Low
